point_id,latitude,longitude,orders_per_day
p116,12.895619,77.517158,117
p117,12.895629,77.604751,305
p118,12.898453,77.590152,318
p119,12.898902,77.555776,207
p120,12.899036,77.578594,294
p121,12.899171,77.523936,138
p122,12.899208,77.625752,330
p123,12.899225,77.52915,145
p124,12.899404,77.670133,237
p125,12.899419,77.650875,288
p126,12.89959,77.466884,68
p127,12.899611,77.562439,242
p128,12.899967,77.618512,340
p129,12.900047,77.659811,268
p130,12.900195,77.61361,341
p131,12.900595,77.547521,189
p132,12.900946,77.604312,364
p133,12.901029,77.635823,339
p134,12.901079,77.538404,169
p135,12.901173,77.679616,224
p136,12.90121,77.642086,328
p137,12.901586,77.508266,128
p138,12.901656,77.596718,359
p139,12.90216,77.491337,104
p140,12.902189,77.569543,286
p141,12.902446,77.498864,115
p142,12.902593,77.476399,84
p143,12.902871,77.484733,97
p144,12.903633,77.513633,141
p145,12.906361,77.572483,327
p146,12.906636,77.467166,73
p147,12.906677,77.606327,423
p148,12.906761,77.528473,179
p149,12.906867,77.613627,403
p150,12.906964,77.706394,157
p151,12.907038,77.651882,327
p152,12.907732,77.554665,253
p153,12.907974,77.617755,417
p154,12.908381,77.695548,199
p155,12.908505,77.637211,398
p156,12.90867,77.480154,96
p157,12.908869,77.521946,172
p158,12.908953,77.64459,373
p159,12.909298,77.580402,385
p160,12.909314,77.49165,117
p161,12.909525,77.545656,229
p162,12.909585,77.596939,437
p163,12.909648,77.717511,126
p164,12.909838,77.56302,308
p165,12.909931,77.509193,151
p166,12.910105,77.679148,260
p167,12.9105,77.512837,162
p168,12.910604,77.627847,427
p169,12.910651,77.476369,92
p170,12.910768,77.539429,222
p171,12.910773,77.6862,246
p172,12.910787,77.660859,306
p173,12.911634,77.724293,110
p174,12.911709,77.666682,301
p175,12.9118,77.50016,138
p176,12.914392,77.545761,255
p177,12.914793,77.633571,444
p178,12.914922,77.475579,96
p179,12.915092,77.491382,128
p180,12.915127,77.572821,385
p181,12.915305,77.74168,81
p182,12.915621,77.55666,308
p183,12.915631,77.694543,238
p184,12.916098,77.523377,204
p185,12.916159,77.538694,243
p186,12.916399,77.586597,448
p187,12.916838,77.565328,363
p188,12.91692,77.51546,188
p189,12.917,77.709259,171
p190,12.917127,77.481441,110
p191,12.917241,77.641742,426
p192,12.917493,77.668946,305
p193,12.917493,77.593962,477
p194,12.917572,77.530232,227
p195,12.917711,77.662904,318
p196,12.918522,77.699915,222
p197,12.918938,77.734147,102
p198,12.919234,77.609959,515
p199,12.919343,77.579389,439
p200,12.919391,77.625799,490
p201,12.919469,77.505667,163
p202,12.920028,77.676642,297
p203,12.922571,77.702345,229
p204,12.922687,77.66911,313
p205,12.92271,77.652917,385
p206,12.922728,77.485125,125
p207,12.922782,77.675429,302
p208,12.922902,77.588514,491
p209,12.922951,77.717012,158
p210,12.923136,77.610471,545
p211,12.923253,77.577704,450
p212,12.923379,77.661334,343
p213,12.923432,77.735373,109
p214,12.923486,77.687498,296
p215,12.92366,77.634379,500
p216,12.923664,77.594025,510
p217,12.924302,77.491655,138
p218,12.924466,77.557385,350
p219,12.924519,77.605132,537
p220,12.925128,77.474043,99
p221,12.925195,77.62808,542
p222,12.925226,77.563299,391
p223,12.925394,77.538399,267
p224,12.925421,77.500469,162
p225,12.925551,77.512951,196
p226,12.925863,77.693361,287
p227,12.925872,77.74327,97
p228,12.925891,77.57151,424
p229,12.926169,77.532902,255
p230,12.926171,77.522136,225
p231,12.926217,77.707972,210
p232,12.927064,77.621349,564
p233,12.927117,77.747896,90
p234,12.92719,77.641692,468
p235,12.927199,77.505358,179
p236,12.928094,77.727483,139
p237,12.930811,77.539269,285
p238,12.931119,77.577524,469
p239,12.931231,77.498499,163
p240,12.931304,77.507287,190
p241,12.931443,77.653359,411
p242,12.931482,77.748081,97
p243,12.931637,77.613186,585
p244,12.931866,77.548914,329
p245,12.932003,77.662613,366
p246,12.932004,77.708104,250
p247,12.932127,77.677824,303
p248,12.932356,77.643619,491
p249,12.932518,77.718465,185
p250,12.932664,77.701411,285
p251,12.932836,77.756884,86
p252,12.933097,77.74273,111
p253,12.93327,77.586183,503
p254,12.933525,77.530265,263
p255,12.933905,77.564769,417
p256,12.934276,77.637365,555
p257,12.934303,77.734905,129
p258,12.934737,77.727413,157
p259,12.934846,77.684408,289
p260,12.934883,77.572615,448
p261,12.934959,77.523746,253
p262,12.935009,77.692901,300
p263,12.935042,77.554627,371
p264,12.935257,77.517051,234
p265,12.935436,77.594571,531
p266,12.93882,77.731324,152
p267,12.938856,77.539664,306
p268,12.939048,77.742358,123
p269,12.939269,77.658175,395
p270,12.939558,77.574317,460
p271,12.939626,77.552669,372
p272,12.939809,77.52379,263
p273,12.939969,77.756755,94
p274,12.940022,77.560567,404
p275,12.940145,77.651973,445
p276,12.940333,77.671235,329
p277,12.940844,77.485147,134
p278,12.941277,77.725892,191
p279,12.94159,77.545679,346
p280,12.941601,77.597143,550
p281,12.941925,77.694101,289
p282,12.942103,77.634568,692
p283,12.942146,77.490619,152
p284,12.942295,77.514454,234
p285,12.9427,77.499153,180
p286,12.943031,77.71066,290
p287,12.943086,77.578767,480
p288,12.943218,77.67939,291
p289,12.943223,77.529787,289
p290,12.943633,77.686676,283
p291,12.943853,77.619239,669
p292,12.943936,77.644825,574
p293,12.944143,77.701458,296
p294,12.946832,77.65896,410
p295,12.947072,77.613697,622
p296,12.94737,77.533382,316
p297,12.947509,77.73393,177
p298,12.947897,77.499935,194
p299,12.947915,77.513381,242
p300,12.948024,77.604335,575
p301,12.948061,77.739331,151
p302,12.948296,77.748202,125
p303,12.94835,77.723585,241
p304,12.94884,77.701093,285
p305,12.948876,77.719309,269
p306,12.949216,77.757125,108
p307,12.949374,77.653573,483
p308,12.949438,77.693641,279
p309,12.9495,77.564084,444
p310,12.949548,77.590447,521
p311,12.949557,77.574252,469
p312,12.949614,77.627597,738
p313,12.949835,77.552705,387
p314,12.949875,77.68341,280
p315,12.950059,77.66771,342
p316,12.950239,77.675438,307
p317,12.950245,77.548698,370
p318,12.950272,77.520949,277
p319,12.950597,77.540027,342
p320,12.950657,77.634456,763
p321,12.951836,77.472991,92
p322,12.951851,77.581691,498
p323,12.951924,77.490494,158
p324,12.951959,77.594554,546
p325,12.952135,77.483438,126
p326,12.954977,77.528852,311
p327,12.955014,77.732916,224
p328,12.955205,77.492279,163
p329,12.95527,77.626284,696
p330,12.955319,77.707311,283
p331,12.955449,77.714827,295
p332,12.955815,77.605645,597
p333,12.955908,77.682196,274
p334,12.955993,77.54763,375
p335,12.956159,77.635262,776
p336,12.956353,77.747745,144
p337,12.956517,77.643082,744
p338,12.956619,77.764468,104
p339,12.956778,77.612744,613
p340,12.956912,77.515142,258
p341,12.957026,77.58649,534
p342,12.957124,77.48348,122
p343,12.957388,77.662657,416
p344,12.957416,77.505763,220
p345,12.957567,77.499336,194
p346,12.958052,77.474685,93
p347,12.958106,77.622078,661
p348,12.958447,77.593786,573
p349,12.95852,77.651203,641
p350,12.958578,77.759986,117
p351,12.958682,77.571429,474
p352,12.958991,77.693919,256
p353,12.959041,77.581809,514
p354,12.959203,77.739237,200
p355,12.959289,77.562578,442
p356,12.959783,77.541726,353
p357,12.959847,77.725675,278
p358,12.960149,77.521526,289
p359,12.960197,77.702238,263
p360,12.96034,77.676312,299
p361,12.962966,77.557088,420
p362,12.963246,77.725598,284
p363,12.963819,77.757764,130
p364,12.963891,77.629544,670
p365,12.963999,77.691807,253
p366,12.964019,77.731245,269
p367,12.96403,77.714575,278
p368,12.964276,77.601106,641
p369,12.964323,77.654,661
p370,12.964438,77.546086,375
p371,12.964456,77.643959,757
p372,12.964491,77.74282,202
p373,12.964508,77.709896,266
p374,12.964721,77.522033,290
p375,12.964904,77.764832,112
p376,12.965084,77.6115,639
p377,12.965175,77.63561,720
p378,12.965306,77.686904,260
p379,12.965406,77.594626,606
p380,12.96547,77.538339,347
p381,12.965487,77.485062,120
p382,12.96567,77.584917,553
p383,12.965933,77.515591,268
p384,12.966025,77.532728,330
p385,12.966143,77.619503,641
p386,12.966353,77.499343,186
p387,12.96657,77.507063,227
p388,12.966576,77.701768,255
p389,12.966847,77.667479,445
p390,12.966921,77.488669,133
p391,12.967088,77.748185,182
p392,12.967773,77.562515,449
p393,12.968124,77.662344,564
p394,12.968193,77.582134,543
p395,12.971303,77.629807,632
p396,12.971404,77.67762,336
p397,12.971705,77.596554,636
p398,12.971778,77.691484,253
p399,12.971829,77.73576,274
p400,12.971959,77.650183,742
p401,12.972141,77.756023,155
p402,12.972192,77.581797,562
p403,12.972501,77.572285,504
p404,12.972626,77.775879,90
p405,12.97263,77.609843,664
p406,12.972736,77.750817,192
p407,12.972835,77.546197,386
p408,12.972905,77.602014,681
p409,12.973036,77.767218,113
p410,12.973171,77.642072,694
p411,12.973553,77.715559,254
p412,12.973678,77.524437,299
p413,12.97376,77.636846,651
p414,12.973817,77.741246,246
p415,12.97402,77.533734,334
p416,12.974573,77.663043,631
p417,12.974632,77.552704,413
p418,12.974973,77.724596,267
p419,12.975042,77.686553,277
p420,12.975247,77.512155,242
p421,12.97542,77.497177,164
p422,12.975438,77.506377,216
p423,12.975539,77.617316,660
p424,12.975837,77.484199,104
p425,12.975962,77.5861,596
p426,12.976631,77.702736,246
p427,12.976718,77.66941,549
p428,12.979564,77.675688,457
p429,12.979567,77.614439,663
p430,12.979763,77.734286,265
p431,12.980217,77.479671,83
p432,12.980349,77.620051,666
p433,12.980519,77.499853,171
p434,12.980672,77.666096,658
p435,12.981195,77.741366,250
p436,12.981242,77.604501,662
p437,12.981442,77.764979,139
p438,12.981523,77.651758,677
p439,12.981917,77.569225,485
p440,12.981986,77.523192,293
p441,12.982132,77.544743,386
p442,12.982149,77.707775,243
p443,12.98218,77.699339,251
p444,12.982329,77.646885,609
p445,12.982711,77.715479,242
p446,12.982783,77.473614,64
p447,12.982799,77.536891,352
p448,12.982895,77.587846,580
p449,12.982898,77.506921,206
p450,12.982937,77.751871,218
p451,12.983141,77.594416,617
p452,12.983182,77.662435,692
p453,12.983413,77.724919,241
p454,12.983707,77.633809,588
p455,12.983901,77.553201,424
p456,12.984023,77.492065,125
p457,12.984118,77.561711,455
p458,12.98421,77.625818,618
p459,12.984521,77.687512,321
p460,12.98733,77.718873,237
p461,12.987499,77.733726,232
p462,12.987582,77.678336,528
p463,12.988142,77.576979,532
p464,12.988245,77.638147,549
p465,12.988517,77.747151,225
p466,12.988586,77.605664,626
p467,12.988706,77.501218,160
p468,12.98883,77.563704,452
p469,12.988968,77.537523,342
p470,12.988968,77.661909,663
p471,12.989238,77.686698,387
p472,12.989282,77.58565,564
p473,12.989346,77.596266,600
p474,12.989434,77.724293,224
p475,12.989627,77.695086,289
p476,12.989792,77.766439,157
p477,12.990127,77.772424,122
p478,12.990419,77.573915,499
p479,12.990533,77.66631,664
p480,12.990966,77.70978,241
p481,12.991175,77.644832,512
p482,12.991368,77.629861,578
p483,12.991381,77.474915,59
p484,12.991383,77.517538,235
p485,12.991607,77.492916,113
p486,12.991925,77.556376,413
p487,12.992117,77.544488,358
p488,12.992197,77.69955,274
p489,12.992411,77.65304,546
p490,12.992898,77.529876,294
p491,12.995443,77.637399,494
p492,12.995469,77.693471,357
p493,12.995473,77.759883,197
p494,12.995494,77.65085,496
p495,12.995619,77.589504,563
p496,12.995666,77.726277,208
p497,12.995996,77.644117,452
p498,12.996002,77.609474,580
p499,12.996104,77.48033,66
p500,12.996166,77.686027,498
p501,12.996331,77.707975,239
p502,12.996497,77.595085,560
p503,12.996761,77.512371,188
p504,12.996903,77.743596,193
p505,12.997093,77.566165,444
p506,12.99734,77.546184,352
p507,12.997872,77.577592,473
p508,12.998104,77.678104,608
p509,12.998332,77.667332,627
p510,12.998415,77.658921,536
p511,12.998536,77.490431,93
p512,12.998732,77.552602,369
p513,12.999063,77.496877,112
p514,12.999108,77.751765,188
p515,12.999127,77.698512,322
p516,12.999174,77.538666,307
p517,12.999661,77.6059,545
p518,12.999769,77.521899,220
p519,12.99984,77.717969,214
p520,13.000291,77.630015,515
p521,13.000605,77.528673,253
p522,13.000745,77.62252,530
p523,13.00407,77.739813,165
p524,13.004136,77.683866,579
p525,13.004288,77.663055,499
p526,13.004325,77.557552,360
p527,13.004331,77.598468,503
p528,13.004755,77.586228,470
p529,13.004978,77.75818,166
p530,13.005017,77.735083,169
p531,13.005217,77.637463,433
p532,13.005632,77.574112,423
p533,13.005813,77.708697,249
p534,13.005977,77.719759,189
p535,13.006435,77.642332,391
p536,13.006467,77.481456,59
p537,13.006539,77.610337,471
p538,13.006612,77.545954,300
p539,13.006625,77.679344,590
p540,13.006938,77.580312,437
p541,13.00701,77.505204,122
p542,13.00719,77.561063,354
p543,13.007362,77.773202,133
p544,13.007788,77.750335,151
p545,13.007805,77.703255,332
p546,13.008002,77.630256,429
p547,13.008447,77.533214,237
p548,13.008453,77.694288,503
p549,13.008535,77.727857,175
p550,13.008623,77.602932,461
p551,13.008665,77.667665,469
p552,13.009012,77.514807,151
p553,13.01165,77.489195,71
p554,13.011748,77.4839,57
p555,13.011805,77.606711,427
p556,13.011845,77.635116,392
p557,13.011874,77.668796,435
p558,13.01194,77.517222,150
p559,13.012207,77.69458,523
p560,13.012332,77.70871,291
p561,13.012371,77.67867,522
p562,13.013339,77.564032,340
p563,13.013822,77.643292,352
p564,13.013907,77.499974,92
p565,13.01396,77.661241,352
p566,13.014126,77.597654,417
p567,13.014126,77.686162,537
p568,13.014159,77.537664,219
p569,13.014343,77.530007,188
p570,13.014506,77.611408,396
p571,13.014543,77.581731,395
p572,13.014912,77.726606,155
p573,13.015733,77.620427,371
p574,13.015734,77.554622,284
p575,13.015775,77.572032,359
p576,13.016027,77.587817,386
p577,13.016883,77.702212,443
p578,13.017154,77.524982,157
p579,13.017168,77.508162,102
p580,13.020411,77.521215,131
p581,13.020516,77.484491,54
p582,13.021325,77.715228,263
p583,13.021362,77.692255,510
p584,13.021991,77.569115,314
p585,13.022029,77.642576,306
p586,13.022044,77.49752,72
p587,13.022088,77.709486,366
p588,13.022266,77.541115,182
p589,13.022747,77.544398,197
p590,13.022768,77.588379,352
p591,13.022826,77.597644,353
p592,13.023004,77.563262,277
p593,13.023068,77.578153,341
p594,13.023195,77.5296,144
p595,13.023217,77.512632,101
p596,13.023369,77.609373,340
p597,13.023476,77.65313,297
p598,13.023586,77.661138,282
p599,13.023603,77.724121,171
p600,13.024023,77.506395,85
p601,13.024129,77.666871,282
p602,13.024417,77.627057,303
p603,13.024506,77.621047,318
p604,13.02467,77.553814,221
p605,13.024884,77.633743,294
p606,13.024946,77.682593,379
p607,13.027901,77.507411,79
p608,13.02793,77.593961,325
p609,13.027942,77.711942,369
p610,13.029362,77.556945,212
p611,13.02951,77.563438,241
p612,13.029602,77.5687,268
p613,13.029639,77.602981,317
p614,13.029665,77.64601,259
p615,13.030112,77.653875,259
p616,13.030113,77.530058,116
p617,13.030495,77.628921,271
p618,13.030943,77.53988,138
p619,13.031002,77.724774,213
p620,13.03122,77.491683,52
p621,13.031317,77.719241,289
p622,13.031578,77.61436,296
p623,13.031654,77.578701,310
p624,13.031872,77.588358,328
p625,13.031876,77.667654,233
p626,13.032285,77.620926,290
p627,13.032299,77.525729,99
p628,13.0325,77.659462,242
p629,13.032823,77.63651,250
p630,13.033317,77.495774,56
p631,13.035888,77.541551,121
p632,13.036127,77.563517,202
p633,13.036532,77.610012,288
p634,13.036677,77.500708,58
p635,13.036957,77.594534,306
p636,13.037036,77.635451,233
p637,13.037253,77.658169,213
p638,13.037417,77.617352,281
p639,13.037671,77.642368,211
p640,13.037675,77.603566,293
p641,13.03838,77.674703,198
p642,13.03914,77.578535,270
p643,13.039397,77.62828,241
p644,13.039601,77.570437,221
p645,13.039702,77.512718,65
p646,13.039761,77.547735,121
p647,13.039859,77.651271,189
p648,13.039912,77.531127,87
p649,13.039973,77.52267,75
p650,13.040527,77.509184,61
p651,13.040923,77.586684,295
p652,13.041102,77.483718,37
p653,13.044137,77.49846,48
p654,13.04436,77.658382,168
p655,13.044407,77.622543,240
p656,13.044549,77.532801,79
p657,13.044933,77.516319,61
p658,13.044964,77.655085,163
p659,13.045304,77.612922,257
p660,13.045958,77.50648,52
p661,13.046113,77.676768,164
p662,13.046141,77.578697,232
p663,13.046309,77.564085,152
p664,13.046986,77.554738,112
p665,13.047072,77.574187,196
p666,13.047112,77.646226,157
p667,13.047221,77.628124,216
p668,13.047323,77.63609,188
p669,13.047392,77.520787,61
p670,13.047647,77.548858,94
p671,13.047708,77.682578,157
p672,13.048412,77.595433,274
p673,13.048429,77.604152,269
p674,13.048483,77.538113,74
p675,13.04858,77.588216,265
p676,13.048581,77.670239,150
p677,13.052154,77.564655,126
p678,13.052826,77.552872,88
p679,13.053084,77.612053,237
p680,13.05408,77.626418,190
p681,13.054235,77.506028,45
p682,13.054246,77.533407,60
p683,13.054301,77.497569,40
p684,13.054651,77.597438,248
p685,13.054758,77.521132,51
p686,13.054825,77.571141,139
p687,13.055156,77.515721,48
p688,13.055162,77.659846,105
p689,13.055195,77.619817,206
p690,13.055492,77.603479,244
p691,13.055493,77.636742,153
p692,13.055707,77.587223,207
p693,13.056828,77.53714,59
p694,13.056866,77.642907,129
p695,13.05768,77.577245,151
p696,13.057721,77.548164,68
p697,13.060644,77.593788,202
p698,13.060916,77.529758,48
p699,13.061115,77.660026,83
p700,13.061361,77.637629,129
p701,13.061646,77.572638,116
p702,13.062122,77.645207,106
p703,13.062661,77.62898,155
p704,13.062698,77.565145,94
p705,13.062914,77.581297,138
p706,13.062977,77.614799,205
p707,13.06352,77.553322,66
p708,13.063705,77.505491,36
p709,13.064449,77.650323,90
p710,13.064533,77.618614,187
p711,13.064993,77.52164,39
p712,13.065029,77.536346,47
p713,13.065053,77.586809,146
p714,13.06546,77.601939,200
p715,13.068786,77.517286,35
p716,13.069183,77.617685,184
p717,13.06936,77.503999,31
p718,13.069509,77.497371,29
p719,13.069701,77.579413,106
p720,13.070151,77.633806,122
p721,13.070686,77.606187,178
p722,13.071475,77.566049,76
p723,13.071987,77.557567,60
p724,13.071988,77.524802,35
p725,13.07228,77.536945,40
p726,13.07263,77.610999,174
p727,13.072671,77.627535,140
p728,13.073121,77.545102,45
p729,13.073345,77.572609,85
p730,13.073573,77.588487,116
p731,13.076608,77.626035,145
p732,13.076683,77.621732,160
p733,13.076821,77.506471,27
p734,13.076846,77.556053,54
p735,13.077366,77.520288,30
p736,13.07746,77.572746,77
p737,13.07811,77.595992,118
p738,13.078964,77.64541,74
p739,13.079727,77.579539,83
p740,13.079941,77.546402,42
p741,13.080311,77.541348,38
p742,13.080941,77.637249,102
p743,13.081095,77.603613,121
p744,13.082011,77.609375,128
p745,13.084491,77.610501,119
p746,13.08497,77.53186,31
p747,13.085008,77.627417,134
p748,13.085131,77.620271,131
p749,13.085486,77.587699,85
p750,13.085708,77.645933,71
p751,13.086801,77.573984,66
p752,13.087927,77.576978,69
p753,13.088093,77.563531,55
p754,13.088391,77.553634,44
p755,13.088781,77.636525,105
p756,13.088902,77.603037,93
p757,13.089043,77.548745,40
p758,13.089494,77.538625,33
p759,13.089853,77.596521,87
p760,13.093529,77.566066,55
p761,13.093964,77.611021,86
p762,13.095818,77.633494,102
p763,13.095851,77.622322,91
p764,13.09592,77.62621,96
p765,13.097311,77.594548,76
p766,13.098123,77.641792,89
p767,13.09821,77.588219,72
p768,13.101024,77.603022,73
p769,13.101361,77.62129,74
p770,13.102665,77.586381,66
p771,13.103422,77.612151,67
p772,13.104511,77.628386,70
p773,13.104522,77.594536,67
p774,13.104889,77.578043,59
p775,13.10599,77.563854,46
p776,13.108962,77.570462,49
p777,13.109811,77.563754,44
p778,13.110475,77.598184,61
p779,13.110643,77.637465,62
p780,13.110715,77.578879,55
p781,13.111059,77.603897,61
p782,13.111826,77.585787,57
p783,13.112952,77.630897,51
p784,13.117017,77.633479,46
p785,13.117104,77.61385,52
p786,13.117641,77.59402,56
p787,13.11903,77.604205,53
p788,13.119187,77.57385,46
p789,13.119215,77.579916,49
p790,13.120036,77.627993,44
p791,13.120892,77.589147,52
p792,13.121597,77.618988,46
p793,13.125398,77.597608,49
p794,13.125611,77.587476,48
p795,13.126732,77.611221,45
p796,13.127945,77.571682,41
p797,13.12809,77.581053,45
p798,13.130201,77.603784,45
p799,13.133836,77.572987,38
p800,13.137061,77.579924,38
